time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,,
Academic year,202021,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,State-funded primary,55,16358,0,0,80,0.48906,58,0.35457
Academic year,202021,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,State-funded primary,41,15772,0,0,129,0.81791,71,0.45016
Academic year,202021,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,54,24938,28,0.11228,3332,13.36114,1042,4.17836
Academic year,202021,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Special,3,399,1,0.25063,42,10.52632,23,5.76441
Academic year,202021,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,State-funded secondary,8,6697,18,0.26878,984,14.69315,402,6.00269
Academic year,202021,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Special,10,1063,0,0,35,3.29257,27,2.53998
Academic year,202021,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Special,4,605,0,0,7,1.15702,5,0.82645
Academic year,202021,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,61,20924,8,0.03823,590,2.81973,373,1.78264
Academic year,202021,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,State-funded primary,119,41121,1,0.00243,304,0.73928,193,0.46935
Academic year,202021,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,State-funded primary,54,15533,1,0.00644,219,1.4099,102,0.65667
Academic year,202021,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,State-funded secondary,9,11049,9,0.08146,978,8.85148,504,4.5615
Academic year,202021,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,124,51989,59,0.11349,2885,5.54925,1393,2.67941
Academic year,202021,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,State-funded primary,135,54255,4,0.00737,439,0.80914,256,0.47185
Academic year,202021,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,State-funded primary,86,26353,2,0.00759,130,0.4933,86,0.32634
Academic year,202021,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Special,4,653,0,0,187,28.63706,67,10.26034
Academic year,202021,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,107,42651,29,0.06799,1731,4.05852,973,2.28131
Academic year,202021,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded secondary,19,18850,15,0.07958,884,4.68966,571,3.02918
Academic year,202021,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Special,6,857,0,0,61,7.11785,38,4.43407
Academic year,202021,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,61,19079,13,0.06814,460,2.41103,293,1.53572
Academic year,202021,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,State-funded secondary,39,30551,35,0.11456,2746,8.98825,1371,4.48758
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Special,3,417,0,0,3,0.71942,3,0.71942
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,State-funded primary,123,25249,2,0.00792,207,0.81983,113,0.44754
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Special,2,356,0,0,5,1.40449,4,1.1236
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,State-funded secondary,14,10156,11,0.10831,1497,14.74006,620,6.10477
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,State-funded secondary,44,36801,19,0.05163,3029,8.23075,1334,3.6249
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Special,2,286,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,State-funded secondary,9,11148,14,0.12558,1067,9.57122,473,4.24291
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Special,7,871,0,0,42,4.82204,29,3.32951
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Special,1,9,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,314,120013,67,0.05583,4813,4.0104,2553,2.12727
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,State-funded secondary,19,18035,32,0.17743,2177,12.07097,1062,5.88855
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,104,47629,33,0.06929,2491,5.23001,1243,2.60975
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Special,4,649,0,0,93,14.32974,38,5.85516
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,119,61427,41,0.06675,1830,2.97915,1239,2.01703
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,79,40024,23,0.05747,1467,3.6653,863,2.15621
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,State-funded secondary,19,22169,34,0.15337,1242,5.60242,778,3.50941
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Special,23,2712,0,0,68,2.50737,46,1.69617
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",State-funded primary,78,13647,0,0,101,0.74009,55,0.40302
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,149,39415,33,0.08372,1844,4.67842,955,2.42294
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Special,4,670,0,0,17,2.53731,14,2.08955
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,State-funded secondary,13,12839,24,0.18693,2068,16.10717,806,6.27775
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,63,38946,24,0.06162,997,2.55995,730,1.87439
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,State-funded secondary,28,21971,16,0.07282,1349,6.13991,725,3.2998
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,312,103104,82,0.07953,4966,4.8165,2290,2.22106
Academic year,202021,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Total,230,86794,18,0.02074,2505,2.88614,1428,1.64528
Academic year,202021,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,110,48505,0,0,1878,3.87177,974,2.00804
Academic year,202021,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded primary,426,106379,0,0,1275,1.19854,603,0.56684
Academic year,202021,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,521,181061,32,0.01767,6948,3.83738,3701,2.04406
Academic year,202021,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded primary,47,15967,0,0,189,1.18369,71,0.44467
Academic year,202021,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded secondary,12,11929,6,0.0503,674,5.6501,400,3.35317
Academic year,202021,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,State-funded primary,29,10392,0,0,54,0.51963,41,0.39453
Academic year,202021,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Special,4,293,0,0,46,15.69966,27,9.21502
Academic year,202021,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,State-funded secondary,15,14514,7,0.04823,517,3.56208,376,2.5906
Academic year,202021,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Special,3,354,0,0,35,9.88701,23,6.49718
Academic year,202021,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,99,47679,6,0.01258,2498,5.2392,1218,2.55458
Academic year,202021,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,State-funded primary,300,92725,7,0.00755,810,0.87355,411,0.44325
Academic year,202021,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",State-funded secondary,22,23412,2,0.00854,3101,13.24534,1407,6.00974
Academic year,202021,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,State-funded primary,93,23127,1,0.00432,380,1.6431,170,0.73507
Academic year,202021,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,State-funded secondary,17,16283,12,0.0737,1780,10.93165,851,5.22631
Academic year,202021,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,115,39960,13,0.03253,2197,5.498,1040,2.6026
Academic year,202021,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Special,8,1022,1,0.09785,48,4.69667,26,2.54403
Academic year,202021,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,State-funded primary,202,39097,2,0.00512,634,1.62161,308,0.78778
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Special,3,326,0,0,40,12.26994,19,5.82822
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,77,34460,6,0.01741,1606,4.66048,1017,2.95125
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,54,20394,9,0.04413,816,4.00118,556,2.72629
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,State-funded secondary,11,8961,1,0.01116,1340,14.95369,616,6.87423
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,State-funded primary,27,6983,0,0,22,0.31505,16,0.22913
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,84,38917,10,0.0257,1444,3.71046,997,2.56186
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded primary,74,23370,0,0,194,0.83012,132,0.56483
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,State-funded secondary,19,19136,3,0.01568,621,3.24519,476,2.48746
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Special,7,877,2,0.22805,53,6.04333,30,3.42075
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,State-funded secondary,11,13219,3,0.02269,543,4.10772,384,2.90491
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,State-funded secondary,23,28053,22,0.07842,1240,4.4202,874,3.11553
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,State-funded primary,63,25839,0,0,178,0.68888,109,0.42184
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,State-funded primary,90,30826,0,0,112,0.36333,80,0.25952
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,State-funded secondary,28,28593,15,0.05246,1262,4.41367,893,3.12314
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,118,57322,15,0.02617,1986,3.46464,1311,2.28708
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,100,52342,32,0.06114,1505,2.87532,996,1.90287
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,56,28126,5,0.01778,543,1.9306,401,1.42573
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Special,5,597,0,0,115,19.26298,44,7.37018
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,50,30498,8,0.02623,1050,3.44285,610,2.00013
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Special,2,387,0,0,2,0.5168,1,0.2584
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,State-funded primary,39,18534,1,0.0054,149,0.80393,92,0.49639
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,510,197181,59,0.02992,6052,3.06926,3601,1.82624
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Special,13,1612,0,0,59,3.66005,31,1.92308
Academic year,202021,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,State-funded secondary,36,39982,13,0.03251,1813,4.53454,1104,2.76124
Academic year,202021,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Special,14,1304,0,0,167,12.80675,80,6.13497
Academic year,202021,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Special,4,486,0,0,84,17.28395,34,6.99588
Academic year,202021,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Special,6,767,0,0,57,7.43155,32,4.1721
Academic year,202021,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Special,1,196,0,0,4,2.04082,4,2.04082
Academic year,202021,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,State-funded secondary,7,7783,1,0.01285,474,6.0902,253,3.25067
Academic year,202021,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Special,3,434,0,0,3,0.69124,3,0.69124
Academic year,202021,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded primary,66,13635,1,0.00733,150,1.10011,76,0.55739
Academic year,202021,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,State-funded secondary,10,12202,8,0.06556,884,7.24471,412,3.3765
Academic year,202021,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,State-funded secondary,10,8865,3,0.03384,678,7.64805,337,3.80147
Academic year,202021,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,54,23094,3,0.01299,882,3.81917,450,1.94856
Academic year,202021,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded primary,54,15787,0,0,38,0.2407,26,0.16469
Academic year,202021,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,State-funded primary,459,128302,1,0.00078,1208,0.94153,685,0.5339
Academic year,202021,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,State-funded secondary,101,108445,6,0.00553,6359,5.8638,3913,3.60828
Academic year,202021,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Special,3,355,0,0,12,3.38028,6,1.69014
Academic year,202021,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,State-funded secondary,7,7608,10,0.13144,938,12.32913,407,5.34963
Academic year,202021,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,State-funded secondary,14,13390,15,0.11202,1660,12.39731,686,5.12323
Academic year,202021,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,State-funded secondary,11,13249,9,0.06793,1043,7.87229,582,4.39278
Academic year,202021,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,77,30906,10,0.03236,1220,3.94745,680,2.20022
Academic year,202021,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,98,51853,48,0.09257,2947,5.68337,1226,2.36438
Academic year,202021,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Special,4,811,0,0,100,12.33046,53,6.53514
Academic year,202021,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,State-funded primary,311,58077,7,0.01205,628,1.08132,329,0.56649
Academic year,202021,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,95,38996,37,0.09488,2618,6.71351,1199,3.07467
Academic year,202021,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,State-funded secondary,31,30286,29,0.09575,2261,7.4655,1267,4.18345
Academic year,202021,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,State-funded primary,246,47875,6,0.01253,539,1.12585,317,0.66214
Academic year,202021,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,State-funded secondary,38,30748,40,0.13009,4558,14.82373,1862,6.05568
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,State-funded primary,1,270,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,State-funded secondary,16,14612,6,0.04106,1528,10.45716,958,6.55626
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Special,6,529,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,63,23963,1,0.00417,1551,6.47248,726,3.02967
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Special,1,115,0,0,4,3.47826,4,3.47826
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Special,6,615,0,0,28,4.55285,19,3.08943
Academic year,202021,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,State-funded primary,1779,481426,39,0.0081,5047,1.04834,2505,0.52033
Academic year,202021,Regional,E92000001,England,E12000004,East Midlands,,,,State-funded secondary,295,300794,314,0.10439,27249,9.05902,13340,4.43493
Academic year,202021,Regional,E92000001,England,E12000005,West Midlands,,,,State-funded primary,1775,517401,71,0.01372,5281,1.02068,2950,0.57016
Academic year,202021,Regional,E92000001,England,E12000006,East of England,,,,State-funded primary,1993,519658,77,0.01482,7190,1.3836,3670,0.70623
Academic year,202021,Regional,E92000001,England,E12000006,East of England,,,,State-funded secondary,393,402672,367,0.09114,28595,7.10131,15533,3.85748
Academic year,202021,Regional,E92000001,England,E12000009,South West,,,,Total,2327,760492,391,0.05141,41502,5.45726,19282,2.53546
Academic year,202021,Regional,E92000001,England,E13000001,Inner London,,,,State-funded primary,707,241712,3,0.00124,1482,0.61313,901,0.37276
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,State-funded secondary,13,9867,9,0.09121,723,7.32746,504,5.10794
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,State-funded secondary,20,15178,3,0.01977,715,4.71077,516,3.39966
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,State-funded primary,65,24114,0,0,212,0.87916,126,0.52252
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,State-funded primary,68,25463,0,0,90,0.35345,51,0.20029
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,93,45323,3,0.00662,767,1.6923,561,1.23778
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Special,3,239,0,0,7,2.92887,4,1.67364
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,State-funded primary,63,21710,1,0.00461,80,0.36849,60,0.27637
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Special,2,184,0,0,106,57.6087,38,20.65217
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,State-funded secondary,17,17468,10,0.05725,1402,8.0261,906,5.18663
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Special,3,485,0,0,26,5.36082,12,2.47423
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,State-funded secondary,13,19029,13,0.06832,591,3.10579,393,2.06527
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,State-funded primary,77,27999,0,0,169,0.60359,114,0.40716
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,State-funded secondary,16,21872,17,0.07772,942,4.30688,734,3.35589
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Total,100,36747,34,0.09252,2292,6.23724,1154,3.14039
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,State-funded primary,222,74229,0,0,437,0.58872,264,0.35566
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,275,127688,2,0.00157,4943,3.87115,2483,1.94458
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Total,136,53646,28,0.05219,4869,9.07617,1851,3.4504
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Special,6,723,1,0.13831,188,26.00277,88,12.17151
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",State-funded primary,71,25351,0,0,248,0.97827,117,0.46152
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",State-funded secondary,13,15694,22,0.14018,1841,11.7306,995,6.34
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Total,90,41768,23,0.05507,2277,5.45154,1200,2.87301
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,State-funded secondary,18,19554,14,0.0716,1469,7.51253,782,3.99918
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,59,23949,20,0.08351,985,4.11291,541,2.25897
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,State-funded primary,62,14271,0,0,134,0.93897,64,0.44846
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,State-funded primary,305,44489,3,0.00674,445,1.00025,184,0.41359
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Total,361,82394,23,0.02791,3556,4.31585,1570,1.90548
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,State-funded primary,72,24541,4,0.0163,166,0.67642,102,0.41563
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,State-funded primary,17,2853,0,0,3,0.10515,1,0.03505
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,State-funded secondary,45,51452,26,0.05053,5695,11.06857,2539,4.9347
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,354,107139,73,0.06814,4218,3.93694,2213,2.06554
Academic year,202021,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Total,93,41132,27,0.06564,3590,8.728,1327,3.2262
Academic year,202021,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,State-funded secondary,8,8887,12,0.13503,766,8.61933,423,4.75976
Academic year,202021,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Total,57,22278,15,0.06733,909,4.08026,486,2.18152
Academic year,202021,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Special,7,806,0,0,131,16.2531,52,6.45161
Academic year,202021,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,State-funded secondary,18,16375,31,0.18931,1856,11.33435,859,5.2458
Academic year,202021,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,State-funded secondary,8,8605,28,0.32539,3153,36.64149,946,10.99361
Academic year,202021,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,State-funded secondary,11,8262,24,0.29049,3850,46.59889,907,10.97797
Academic year,202021,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,State-funded secondary,30,21929,37,0.16873,1895,8.64152,850,3.87615
Academic year,202021,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Special,11,1236,0,0,272,22.00647,109,8.81877
Academic year,202021,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,121,50612,20,0.03952,2057,4.06425,1173,2.31763
Academic year,202021,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Special,3,438,0,0,6,1.36986,5,1.14155
Academic year,202021,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,State-funded secondary,13,11256,8,0.07107,1171,10.40334,610,5.41933
Academic year,202021,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,State-funded primary,85,26178,0,0,227,0.86714,113,0.43166
Academic year,202021,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,State-funded primary,49,10465,2,0.01911,67,0.64023,40,0.38223
Academic year,202021,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,State-funded primary,55,15263,4,0.02621,129,0.84518,82,0.53725
Academic year,202021,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Special,7,490,0,0,6,1.22449,5,1.02041
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Special,2,450,0,0,1,0.22222,1,0.22222
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,State-funded primary,77,21311,5,0.02346,292,1.37018,139,0.65225
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,State-funded secondary,10,12907,31,0.24018,1919,14.8679,774,5.99675
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,89,34668,36,0.10384,2212,6.38052,914,2.63644
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Total,118,44518,23,0.05166,2429,5.45622,1081,2.42823
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Special,4,477,0,0,1,0.20964,1,0.20964
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,State-funded secondary,18,18082,63,0.34841,4873,26.94945,1928,10.66254
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,State-funded primary,281,56863,10,0.01759,648,1.13958,322,0.56627
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,State-funded secondary,42,52008,60,0.11537,3822,7.34887,2066,3.97247
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,410,201520,125,0.06203,7105,3.5257,4522,2.24395
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Special,8,1095,2,0.18265,142,12.96804,68,6.21005
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,State-funded secondary,22,23402,17,0.07264,1836,7.84548,1126,4.81155
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,State-funded secondary,20,19828,46,0.232,1471,7.4188,908,4.57938
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,99,47233,58,0.1228,1750,3.70504,1072,2.2696
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,393,120638,68,0.05637,4814,3.99045,2652,2.19831
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,State-funded secondary,45,37212,59,0.15855,2082,5.59497,1304,3.50425
