time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,num_schools,headcount,perm_excl,perm_excl_rate,suspension,susp_rate,,
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Special,8,1759,0,0,1,0.05685,1,0.05685
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,State-funded secondary,45,51700,2,0.00387,4505,8.71373,2218,4.29014
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Total,78,24730,11,0.04448,1632,6.59927,685,2.76992
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Total,61,25643,14,0.0546,1191,4.64454,532,2.07464
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,281,99608,7,0.00703,2935,2.94655,1611,1.61734
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Special,7,1089,0,0,21,1.92837,15,1.37741
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,110,58220,6,0.01031,1385,2.37891,902,1.5493
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,State-funded primary,75,28331,6,0.02118,342,1.20716,173,0.61064
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,State-funded secondary,54,48285,63,0.13048,3512,7.27348,1849,3.82935
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,State-funded primary,296,112057,24,0.02142,1322,1.17976,786,0.70143
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Special,7,911,0,0,10,1.09769,7,0.76839
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,State-funded primary,78,28683,1,0.00349,304,1.05986,174,0.60663
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,State-funded secondary,20,23813,39,0.16378,1450,6.08911,1015,4.26238
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,111,51888,42,0.08094,1498,2.88699,941,1.81352
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,State-funded secondary,14,14606,24,0.16432,2219,15.19239,1052,7.20252
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Special,3,483,0,0,30,6.21118,18,3.72671
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,State-funded primary,126,22637,3,0.01325,195,0.86142,110,0.48593
Academic year,202021,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,State-funded primary,194,46126,5,0.01084,544,1.17938,279,0.60486
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Special,3,647,0,0,8,1.23648,5,0.7728
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,State-funded primary,210,51913,0,0,844,1.6258,405,0.78015
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,255,88318,2,0.00226,3596,4.07165,1859,2.10489
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Special,5,688,0,0,70,10.17442,39,5.6686
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,77,39064,21,0.05376,2027,5.18892,1114,2.85173
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,State-funded primary,448,121410,7,0.00577,1378,1.135,754,0.62104
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,State-funded secondary,12,14131,8,0.05661,932,6.59543,538,3.80723
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,State-funded primary,402,105098,15,0.01427,1176,1.11896,647,0.61562
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,418,116986,131,0.11198,5772,4.93392,2774,2.37122
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,State-funded primary,253,56916,13,0.02284,1235,2.16986,551,0.96809
Academic year,202021,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,State-funded secondary,48,44888,68,0.15149,3576,7.96649,1693,3.77161
Academic year,202021,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Special,10,1514,4,0.2642,222,14.66314,102,6.73712
Academic year,202021,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,State-funded primary,184,45298,1,0.00221,470,1.03757,222,0.49009
Academic year,202021,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded primary,148,38579,8,0.02074,527,1.36603,245,0.63506
Academic year,202021,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,State-funded primary,52,18424,0,0,214,1.16153,107,0.58076
Academic year,202021,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,State-funded secondary,68,71553,32,0.04472,5261,7.35259,2917,4.0767
Academic year,202021,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,State-funded secondary,11,10220,6,0.05871,1118,10.93933,555,5.43053
Academic year,202021,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,State-funded primary,55,20129,2,0.00994,353,1.75369,161,0.79984
Academic year,202021,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,73,32825,8,0.02437,1084,3.30236,593,1.80655
Academic year,202021,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,37,18371,1,0.00544,532,2.89587,298,1.62212
Academic year,202021,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,State-funded secondary,14,11374,18,0.15826,577,5.07297,356,3.12995
Academic year,202021,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,State-funded primary,28,17449,1,0.00573,136,0.77941,74,0.42409
Academic year,202021,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,45,32319,8,0.02475,691,2.13806,464,1.43569
Academic year,202021,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,67,28039,9,0.0321,332,1.18407,215,0.76679
Academic year,202021,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Special,5,927,0,0,110,11.86624,48,5.17799
Academic year,202021,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,State-funded primary,76,26083,0,0,285,1.09267,140,0.53675
Academic year,202021,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,State-funded primary,38,8896,0,0,155,1.74236,89,1.00045
Academic year,202021,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,48,16859,10,0.05932,1105,6.55436,502,2.97764
Academic year,202021,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Special,15,1365,0,0,38,2.78388,26,1.90476
Academic year,202021,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,State-funded secondary,1,259,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,State-funded primary,63,17275,1,0.00579,173,1.00145,95,0.54993
Academic year,202021,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",State-funded primary,66,26515,4,0.01509,415,1.56515,167,0.62983
Academic year,202021,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,State-funded secondary,30,30383,2,0.00658,2300,7.57002,1219,4.01211
Academic year,202021,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,85,35884,23,0.0641,1774,4.94371,824,2.29629
Academic year,202021,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,State-funded primary,234,43115,5,0.0116,578,1.3406,280,0.64943
Academic year,202021,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,297,89675,46,0.0513,4224,4.71034,2136,2.38193
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,State-funded primary,41,11128,0,0,39,0.35047,29,0.2606
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Special,3,416,0,0,1,0.24038,1,0.24038
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,State-funded primary,58,19432,0,0,77,0.39625,58,0.29848
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,State-funded primary,36,9928,0,0,72,0.72522,34,0.34247
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,State-funded secondary,6,6040,6,0.09934,417,6.90397,284,4.70199
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,34,13138,6,0.04567,443,3.3719,304,2.3139
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,State-funded primary,60,21107,1,0.00474,182,0.86227,103,0.48799
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,86,36900,4,0.01084,925,2.50678,638,1.729
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,State-funded secondary,13,15739,15,0.0953,1021,6.48707,725,4.60639
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,84,43847,10,0.02281,1614,3.68098,1035,2.36048
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,124,60084,15,0.02497,1400,2.33007,988,1.64436
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Special,6,896,0,0,3,0.33482,3,0.33482
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,State-funded primary,68,31327,3,0.00958,135,0.43094,95,0.30325
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,State-funded secondary,18,16375,0,0,968,5.91145,685,4.18321
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,State-funded primary,35,14211,0,0,49,0.3448,34,0.23925
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,State-funded secondary,11,11875,12,0.10105,293,2.46737,218,1.83579
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded secondary,19,28279,19,0.06719,1249,4.4167,888,3.14014
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,State-funded secondary,17,16329,15,0.09186,829,5.07686,576,3.52747
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,State-funded primary,52,29441,0,0,99,0.33627,64,0.21738
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,State-funded primary,45,17312,0,0,26,0.15018,19,0.10975
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,State-funded primary,51,25061,1,0.00399,119,0.47484,73,0.29129
Academic year,202021,National,E92000001,England,,,,,,Special,1056,137583,44,0.03198,10027,7.28796,5035,3.65961
Academic year,202021,National,E92000001,England,,,,,,Total,21304,8291354,3928,0.04737,352454,4.25086,182459,2.20059
Academic year,202021,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Special,6,847,0,0,134,15.82054,52,6.13932
Academic year,202021,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,State-funded primary,90,26940,0,0,270,1.00223,157,0.58278
Academic year,202021,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,State-funded secondary,26,27890,15,0.05378,3060,10.97167,1416,5.07709
Academic year,202021,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,188,67773,23,0.03394,3754,5.53908,1741,2.56887
Academic year,202021,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Special,27,3129,0,0,412,13.16715,181,5.7846
Academic year,202021,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,State-funded primary,46,10737,0,0,92,0.85685,55,0.51225
Academic year,202021,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Special,3,610,0,0,43,7.04918,38,6.22951
Academic year,202021,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,79,26447,9,0.03403,1077,4.0723,526,1.98888
Academic year,202021,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Special,2,356,0,0,38,10.67416,14,3.93258
Academic year,202021,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,State-funded secondary,10,11898,9,0.07564,259,2.17684,166,1.39519
Academic year,202021,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Special,26,5320,1,0.0188,389,7.31203,238,4.47368
Academic year,202021,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,586,242067,8,0.0033,7956,3.28669,4836,1.99779
Academic year,202021,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,State-funded secondary,42,41127,11,0.02675,3425,8.32786,1687,4.10193
Academic year,202021,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,386,160081,64,0.03998,5496,3.43326,2869,1.79222
Academic year,202021,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,State-funded primary,228,64943,6,0.00924,773,1.19027,381,0.58667
Academic year,202021,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,State-funded secondary,40,48821,58,0.1188,3618,7.41075,1869,3.82827
Academic year,202021,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",State-funded primary,107,36583,4,0.01093,493,1.34762,286,0.78178
Academic year,202021,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,156,48481,31,0.06394,2326,4.79776,1161,2.39475
Academic year,202021,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",State-funded secondary,24,24316,43,0.17684,2484,10.2155,1033,4.24823
Academic year,202021,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,236,70291,4,0.00569,3034,4.31634,1580,2.2478
Academic year,202021,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,State-funded secondary,14,13834,21,0.1518,1446,10.45251,655,4.73471
Academic year,202021,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,State-funded primary,69,21155,2,0.00945,271,1.28102,140,0.66178
Academic year,202021,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,269,73832,34,0.04605,2842,3.84928,1550,2.09936
Academic year,202021,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Special,11,1352,0,0,104,7.69231,54,3.99408
Academic year,202021,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,State-funded secondary,40,40448,40,0.09889,3581,8.85334,1765,4.36363
Academic year,202021,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Special,9,845,2,0.23669,142,16.80473,57,6.74556
Academic year,202021,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Total,267,71374,49,0.06865,5556,7.78435,2290,3.20845
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Total,1,270,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,State-funded primary,46,14473,0,0,211,1.45789,110,0.76004
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Special,5,728,0,0,63,8.65385,41,5.63187
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded secondary,20,18694,13,0.06954,1360,7.27506,910,4.86787
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,102,42694,13,0.03045,1579,3.69841,1061,2.48513
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,State-funded primary,62,19820,0,0,117,0.59031,70,0.35318
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,State-funded secondary,13,12644,5,0.03954,675,5.3385,517,4.0889
Academic year,202021,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Special,6,623,0,0,17,2.72873,9,1.44462
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,State-funded primary,59,22935,1,0.00436,184,0.80227,112,0.48834
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,State-funded secondary,16,20409,24,0.1176,1148,5.62497,741,3.63075
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,81,43930,25,0.05691,1493,3.39859,921,2.09652
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,State-funded secondary,16,20603,18,0.08737,923,4.47993,670,3.25195
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,81,47741,18,0.0377,1052,2.20356,755,1.58145
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Special,4,790,0,0,75,9.49367,45,5.6962
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,100,52653,17,0.03229,1437,2.72919,907,1.7226
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Special,7,1146,0,0,17,1.48342,16,1.39616
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Special,6,972,0,0,75,7.71605,32,3.29218
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,96,56968,9,0.0158,1677,2.94376,1151,2.02043
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Special,4,482,0,0,0,0,0,0
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,State-funded primary,41,21896,0,0,70,0.31969,45,0.20552
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,State-funded secondary,13,15716,11,0.06999,477,3.03512,372,2.36701
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Special,3,369,0,0,6,1.62602,4,1.08401
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Special,9,1041,0,0,45,4.32277,23,2.20941
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,State-funded secondary,22,21712,32,0.14738,1353,6.23158,888,4.0899
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Special,5,862,0,0,13,1.50812,8,0.92807
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,State-funded primary,44,17791,0,0,84,0.47215,56,0.31477
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,75,58323,19,0.03258,1355,2.32327,959,1.64429
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Special,3,287,0,0,3,1.0453,3,1.0453
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,59,28483,4,0.01404,609,2.13812,350,1.2288
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,State-funded primary,40,19014,5,0.0263,164,0.86252,85,0.44704
Academic year,202021,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,60,40135,28,0.06976,1363,3.39604,752,1.87368
Academic year,202021,Regional,E92000001,England,E12000001,North East,,,,State-funded primary,860,221763,11,0.00496,1735,0.78237,902,0.40674
Academic year,202021,Regional,E92000001,England,E12000001,North East,,,,Total,1099,391922,325,0.08292,27310,6.96822,10755,2.74417
Academic year,202021,Regional,E92000001,England,E12000002,North West,,,,Special,170,20623,3,0.01455,1679,8.1414,804,3.89856
Academic year,202021,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,State-funded secondary,329,344287,338,0.09817,41572,12.07481,18681,5.426
Academic year,202021,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,2192,837329,379,0.04526,47219,5.63924,21521,2.5702
Academic year,202021,Regional,E92000001,England,E12000004,East Midlands,,,,Total,2024,713546,355,0.04975,31403,4.40098,15553,2.17968
Academic year,202021,National,E92000001,England,,,,,,State-funded primary,16810,4660682,392,0.00841,46203,0.99134,24418,0.52391
Academic year,202021,National,E92000001,England,,,,,,State-funded secondary,3438,3493089,3492,0.09997,296224,8.48029,153006,4.38025
Academic year,202021,Regional,E92000001,England,E12000001,North East,,,,State-funded secondary,174,161614,313,0.19367,24927,15.42379,9523,5.89244
Academic year,202021,Regional,E92000001,England,E12000008,South East,,,,Special,179,24038,6,0.02496,2126,8.84433,1077,4.48041
Academic year,202021,Regional,E92000001,England,E12000009,South West,,,,State-funded primary,1891,420291,47,0.01118,5891,1.40165,2929,0.6969
Academic year,202021,Regional,E92000001,England,E12000009,South West,,,,State-funded secondary,341,328948,333,0.10123,34461,10.47612,15828,4.8117
Academic year,202021,Regional,E92000001,England,E13000002,Outer London,,,,State-funded secondary,326,371604,281,0.07562,19001,5.11324,12886,3.46767
Academic year,202021,Regional,E92000001,England,E13000002,Outer London,,,,Total,1519,860693,297,0.03451,22293,2.59012,14857,1.72617
Academic year,202021,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Special,6,917,0,0,89,9.70556,52,5.67067
Academic year,202021,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,State-funded primary,72,22756,2,0.00879,248,1.08982,115,0.50536
Academic year,202021,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,State-funded secondary,15,17459,25,0.14319,3253,18.63222,1160,6.64414
Academic year,202021,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,38,15209,2,0.01315,1256,8.25827,526,3.45848
Academic year,202021,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Special,5,561,0,0,50,8.91266,25,4.45633
Academic year,202021,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Special,4,607,0,0,45,7.41351,22,3.62438
Academic year,202021,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,State-funded primary,212,41496,0,0,385,0.9278,192,0.4627
Academic year,202021,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,State-funded secondary,32,29964,50,0.16687,3041,10.14885,1420,4.73902
Academic year,202021,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,39,16013,18,0.11241,1118,6.98183,463,2.8914
Academic year,202021,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Special,4,438,1,0.22831,34,7.76256,20,4.56621
Academic year,202021,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Special,6,743,0,0,30,4.03769,21,2.82638
Academic year,202021,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,State-funded primary,90,27145,1,0.00368,341,1.25622,179,0.65942
Academic year,202021,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,181,89336,38,0.04254,3883,4.34651,2296,2.57007
Academic year,202021,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,State-funded secondary,13,17546,27,0.15388,1199,6.83347,686,3.90972
Academic year,202021,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,State-funded primary,70,22650,10,0.04415,214,0.94481,113,0.4989
Academic year,202021,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,State-funded secondary,12,13721,34,0.2478,1749,12.74688,890,6.48641
Academic year,202021,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,86,37024,44,0.11884,2150,5.80704,1070,2.89002
Academic year,202021,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Special,8,842,0,0,32,3.80048,19,2.25653
Academic year,202021,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Special,5,644,0,0,56,8.69565,34,5.2795
Academic year,202021,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,State-funded primary,65,22794,1,0.00439,86,0.37729,49,0.21497
Academic year,202021,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,State-funded secondary,13,13335,9,0.06749,958,7.1841,457,3.42707
Academic year,202021,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,State-funded secondary,82,70654,133,0.18824,6061,8.57842,3479,4.924
Academic year,202021,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,State-funded secondary,12,11755,7,0.05955,639,5.43598,402,3.41982
Academic year,202021,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,70,27318,12,0.04393,801,2.93213,501,1.83396
Academic year,202021,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,State-funded primary,31,11608,0,0,123,1.05961,69,0.59442
Academic year,202021,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,160,50972,29,0.05689,2015,3.95315,983,1.92851
Academic year,202021,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Special,6,612,0,0,2,0.3268,2,0.3268
Academic year,202021,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Total,313,69923,37,0.05292,3003,4.29472,1523,2.17811
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Special,6,910,0,0,12,1.31868,10,1.0989
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Special,11,1344,0,0,96,7.14286,59,4.38988
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Total,175,82363,53,0.06435,4971,6.03548,2422,2.94064
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Special,8,1450,0,0,101,6.96552,54,3.72414
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,State-funded primary,156,57468,5,0.0087,472,0.82133,264,0.45939
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Special,7,814,0,0,1,0.12285,1,0.12285
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Special,4,571,0,0,78,13.66025,41,7.18039
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,State-funded secondary,19,20634,28,0.1357,4206,20.38383,1582,7.66696
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,State-funded secondary,10,9031,20,0.22146,840,9.3013,455,5.0382
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Special,12,1104,1,0.09058,82,7.42754,52,4.71014
Academic year,202021,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,State-funded primary,50,14209,0,0,124,0.87269,59,0.41523
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Special,10,1071,1,0.09337,48,4.48179,22,2.05415
Academic year,202021,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,409,108049,92,0.08515,4988,4.61642,2333,2.15921
